student_id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,attendance_percentage,average_score,performance_level
283,Female,Group E,High school,Standard,,13.0,47.0,49.0,93.43,36.333333333333336,Low
284,Male,Group B,Bachelor's degree,Standard,,92.0,12.0,65.0,83.59,56.333333333333336,Medium
285,Female,Group E,Associate degree,Standard,,13.0,59.0,44.0,85.3,38.666666666666664,Low
286,Male,Group D,Some college,Free/Reduced,Completed,8.0,48.0,7.0,96.88,21.0,Low
287,Male,Group B,Master's degree,Standard,Completed,72.0,66.0,64.0,97.19,67.33333333333333,Medium
288,Male,Group A,Bachelor's degree,Standard,Completed,25.0,6.0,39.0,86.57,23.333333333333332,Low
289,Male,Group A,Master's degree,Free/Reduced,,48.0,76.0,4.0,60.31,42.666666666666664,Low
290,Female,Group C,Master's degree,Free/Reduced,,16.0,100.0,44.0,64.18,53.333333333333336,Medium
291,Male,Group B,Associate degree,Free/Reduced,,67.0,24.0,45.0,94.32,45.333333333333336,Low
292,Male,Group C,Bachelor's degree,Free/Reduced,Completed,59.0,22.0,35.0,63.39,38.666666666666664,Low
293,Male,Group B,Some college,Standard,Completed,2.0,50.0,16.0,68.54,22.666666666666668,Low
294,Female,Group B,Associate degree,Standard,,92.0,46.0,40.0,69.22,59.333333333333336,Medium
295,Female,Group D,Some college,Free/Reduced,,24.0,96.0,29.0,84.01,49.666666666666664,Low
296,Female,Group C,Master's degree,Standard,Completed,20.0,4.0,51.0,83.07,25.0,Low
297,Female,Group D,Master's degree,Free/Reduced,Completed,11.0,95.0,78.0,71.58,61.333333333333336,Medium
298,Male,Group B,High school,Standard,,53.0,93.0,19.0,68.3,55.0,Medium
299,Male,Group A,Master's degree,Standard,,0.0,94.0,35.0,90.58,43.0,Low
300,Female,Group B,Associate degree,Standard,Completed,0.0,12.0,65.0,97.42,25.666666666666668,Low
301,Male,Group D,Some college,Standard,,44.0,41.0,44.0,62.11,43.0,Low
302,Male,Group C,Some college,Standard,,45.0,4.0,3.0,65.33,17.333333333333332,Low
303,Male,Group C,Associate degree,Free/Reduced,Completed,47.0,22.0,49.0,85.69,39.333333333333336,Low
304,Female,Group D,Bachelor's degree,Standard,,6.0,61.0,87.0,92.18,51.333333333333336,Medium
305,Female,Group C,High school,Standard,Completed,9.0,0.0,54.0,91.65,21.0,Low
306,Male,Group E,High school,Standard,,14.0,73.0,58.0,88.79,48.333333333333336,Low
307,Female,Group A,Some college,Standard,Completed,39.0,90.0,41.0,95.5,56.666666666666664,Medium
308,Female,Group A,Some college,Standard,,10.0,53.0,1.0,68.69,21.333333333333332,Low
309,Female,Group A,Some college,Free/Reduced,,55.0,71.0,45.0,64.29,57.0,Medium
310,Female,Group C,Associate degree,Standard,,45.0,2.0,1.0,84.61,16.0,Low
311,Female,Group C,Bachelor's degree,Free/Reduced,Completed,44.0,82.0,49.0,92.89,58.333333333333336,Medium
312,Male,Group B,High school,Standard,,86.0,63.0,0.0,83.28,49.666666666666664,Low
313,Female,Group B,Master's degree,Standard,,49.0,50.0,12.0,98.52,37.0,Low
314,Male,Group A,Associate degree,Free/Reduced,Completed,26.0,1.0,69.0,91.82,32.0,Low
315,Male,Group E,High school,Standard,,80.0,48.0,21.0,88.03,49.666666666666664,Low
316,Female,Group B,Bachelor's degree,Standard,Completed,49.0,30.0,16.0,62.41,31.666666666666668,Low
317,Male,Group B,Associate degree,Free/Reduced,Completed,60.0,73.0,58.0,64.31,63.666666666666664,Medium
318,Male,Group C,High school,Standard,Completed,12.0,79.0,85.0,91.39,58.666666666666664,Medium
319,Male,Group E,Associate degree,Free/Reduced,,11.0,100.0,69.0,67.93,60.0,Medium
320,Female,Group A,High school,Free/Reduced,Completed,28.0,83.0,2.0,61.15,37.666666666666664,Low
321,Female,Group B,High school,Free/Reduced,,84.0,2.0,69.0,96.43,51.666666666666664,Medium
322,Male,Group E,Bachelor's degree,Standard,Completed,83.0,34.0,80.0,95.63,65.66666666666667,Medium
323,Female,Group E,Master's degree,Standard,,19.0,97.0,98.0,68.74,71.33333333333333,Medium
324,Female,Group A,Bachelor's degree,Free/Reduced,Completed,30.0,84.0,48.0,91.21,54.0,Medium
325,Female,Group E,High school,Standard,Completed,7.0,35.0,49.0,61.92,30.333333333333332,Low
326,Female,Group E,Associate degree,Free/Reduced,,23.0,63.0,100.0,71.4,62.0,Medium
327,Male,Group E,Bachelor's degree,Standard,Completed,74.0,31.0,34.0,84.95,46.333333333333336,Low
328,Male,Group B,Master's degree,Free/Reduced,,38.0,17.0,22.0,90.53,25.666666666666668,Low
329,Female,Group A,High school,Standard,Completed,32.0,33.0,71.0,60.42,45.333333333333336,Low
330,Female,Group E,Bachelor's degree,Free/Reduced,,41.0,55.0,6.0,73.05,34.0,Low
331,Male,Group E,Bachelor's degree,Standard,Completed,14.0,66.0,49.0,68.57,43.0,Low
332,Male,Group B,Bachelor's degree,Free/Reduced,Completed,67.0,52.0,9.0,99.95,42.666666666666664,Low
333,Female,Group A,Bachelor's degree,Standard,,64.0,66.0,89.0,86.84,73.0,Medium
334,Male,Group C,Associate degree,Free/Reduced,Completed,31.0,90.0,54.0,76.23,58.333333333333336,Medium
335,Female,Group B,Master's degree,Standard,,10.0,65.0,73.0,63.03,49.333333333333336,Low
336,Female,Group A,Master's degree,Standard,,93.0,63.0,18.0,83.95,58.0,Medium
337,Male,Group E,High school,Free/Reduced,Completed,36.0,66.0,22.0,85.67,41.333333333333336,Low
338,Male,Group A,Some college,Standard,Completed,18.0,80.0,94.0,92.66,64.0,Medium
339,Female,Group A,Associate degree,Standard,Completed,50.0,38.0,63.0,71.54,50.333333333333336,Medium
340,Female,Group A,High school,Standard,,99.0,37.0,32.0,99.26,56.0,Medium
341,Male,Group C,High school,Standard,,33.0,39.0,65.0,77.58,45.666666666666664,Low
342,Female,Group A,Bachelor's degree,Free/Reduced,Completed,70.0,51.0,91.0,71.84,70.66666666666667,Medium
343,Male,Group C,Some college,Standard,,59.0,82.0,95.0,73.94,78.66666666666667,High
344,Female,Group E,Some college,Standard,Completed,83.0,4.0,96.0,80.78,61.0,Medium
345,Male,Group C,Associate degree,Free/Reduced,Completed,52.0,68.0,8.0,97.47,42.666666666666664,Low
346,Male,Group E,Some college,Standard,Completed,11.0,13.0,28.0,89.41,17.333333333333332,Low
347,Male,Group E,High school,Free/Reduced,,61.0,90.0,78.0,83.08,76.33333333333333,High
348,Female,Group C,Some college,Standard,,95.0,48.0,17.0,66.51,53.333333333333336,Medium
349,Female,Group B,Some college,Free/Reduced,Completed,65.0,63.0,81.0,65.97,69.66666666666667,Medium
350,Male,Group D,Master's degree,Standard,,49.0,99.0,70.0,80.09,72.66666666666667,Medium
351,Female,Group A,High school,Free/Reduced,Completed,47.0,56.0,77.0,89.15,60.0,Medium
352,Male,Group D,Some college,Free/Reduced,Completed,39.0,34.0,50.0,90.04,41.0,Low
353,Male,Group A,Some college,Free/Reduced,,23.0,84.0,82.0,69.04,63.0,Medium
354,Female,Group A,Bachelor's degree,Standard,Completed,49.0,4.0,60.0,64.0,37.666666666666664,Low
355,Female,Group E,Some college,Free/Reduced,Completed,94.0,87.0,4.0,75.38,61.666666666666664,Medium
356,Male,Group A,Some college,Standard,Completed,67.0,38.0,68.0,96.73,57.666666666666664,Medium
357,Female,Group A,Master's degree,Free/Reduced,Completed,87.0,23.0,55.0,81.81,55.0,Medium
358,Female,Group C,High school,Free/Reduced,Completed,42.0,39.0,51.0,72.8,44.0,Low
359,Male,Group D,Associate degree,Free/Reduced,,16.0,49.0,14.0,72.95,26.333333333333332,Low
360,Male,Group C,High school,Standard,,82.0,76.0,89.0,65.28,82.33333333333333,High
361,Female,Group A,Bachelor's degree,Standard,Completed,54.0,57.0,87.0,78.93,66.0,Medium
362,Male,Group E,High school,Free/Reduced,,33.0,0.0,82.0,91.65,38.333333333333336,Low
363,Male,Group C,Some college,Free/Reduced,Completed,96.0,42.0,19.0,98.74,52.333333333333336,Medium
364,Female,Group C,Bachelor's degree,Free/Reduced,Completed,69.0,38.0,72.0,80.06,59.666666666666664,Medium
365,Male,Group B,High school,Free/Reduced,Completed,59.0,9.0,91.0,66.69,53.0,Medium
366,Male,Group A,Bachelor's degree,Free/Reduced,Completed,50.0,1.0,15.0,87.32,22.0,Low
367,Female,Group E,Associate degree,Free/Reduced,,99.0,62.0,50.0,90.27,70.33333333333333,Medium
368,Female,Group C,High school,Free/Reduced,,49.0,15.0,97.0,62.87,53.666666666666664,Medium
369,Male,Group C,Some college,Free/Reduced,Completed,72.0,36.0,24.0,94.01,44.0,Low
370,Male,Group E,Bachelor's degree,Standard,,34.0,15.0,56.0,93.17,35.0,Low
371,Female,Group A,Master's degree,Free/Reduced,Completed,33.0,86.0,20.0,78.9,46.333333333333336,Low
372,Female,Group B,Bachelor's degree,Standard,,15.0,89.0,4.0,82.42,36.0,Low
373,Female,Group C,Master's degree,Free/Reduced,Completed,49.0,79.0,74.0,88.54,67.33333333333333,Medium
374,Female,Group B,Some college,Standard,Completed,17.0,26.0,8.0,87.07,17.0,Low
375,Male,Group D,Associate degree,Standard,Completed,37.0,62.0,10.0,60.66,36.333333333333336,Low
376,Female,Group A,Master's degree,Free/Reduced,,42.0,93.0,100.0,64.9,78.33333333333333,High
377,Female,Group D,Associate degree,Standard,,31.0,63.0,64.0,66.5,52.666666666666664,Medium
378,Male,Group D,Bachelor's degree,Standard,Completed,6.0,96.0,62.0,90.23,54.666666666666664,Medium
379,Female,Group D,Some college,Free/Reduced,,86.0,31.0,25.0,77.6,47.333333333333336,Low
380,Male,Group A,Master's degree,Free/Reduced,,86.0,8.0,73.0,81.82,55.666666666666664,Medium
381,Female,Group A,Bachelor's degree,Free/Reduced,,45.0,10.0,18.0,90.91,24.333333333333332,Low
382,Female,Group E,High school,Standard,,60.0,100.0,15.0,73.64,58.333333333333336,Medium
383,Female,Group B,Bachelor's degree,Free/Reduced,,17.0,69.0,55.0,89.96,47.0,Low
384,Male,Group B,Associate degree,Standard,,70.0,29.0,100.0,77.69,66.33333333333333,Medium
385,Male,Group E,Some college,Free/Reduced,,39.0,14.0,67.0,75.09,40.0,Low
386,Female,Group E,Some college,Free/Reduced,,87.0,58.0,77.0,73.32,74.0,Medium
387,Male,Group D,Bachelor's degree,Standard,,77.0,47.0,29.0,98.6,51.0,Medium
388,Male,Group E,High school,Standard,,49.0,93.0,6.0,90.88,49.333333333333336,Low
389,Male,Group C,Associate degree,Standard,,4.0,81.0,50.0,60.81,45.0,Low
390,Male,Group B,Bachelor's degree,Free/Reduced,,53.0,75.0,23.0,98.3,50.333333333333336,Medium
391,Male,Group E,Bachelor's degree,Free/Reduced,,85.0,59.0,21.0,91.02,55.0,Medium
392,Male,Group C,Some college,Free/Reduced,Completed,57.0,67.0,46.0,65.97,56.666666666666664,Medium
393,Female,Group C,Associate degree,Standard,Completed,21.0,56.0,29.0,63.05,35.333333333333336,Low
394,Female,Group C,Master's degree,Standard,,73.0,63.0,59.0,72.33,65.0,Medium
395,Male,Group C,Some college,Standard,,89.0,53.0,38.0,84.97,60.0,Medium
396,Female,Group D,Bachelor's degree,Standard,,78.0,79.0,19.0,84.66,58.666666666666664,Medium
397,Female,Group C,Some college,Free/Reduced,Completed,37.0,86.0,25.0,71.03,49.333333333333336,Low
398,Female,Group D,Some college,Standard,Completed,48.0,74.0,48.0,77.83,56.666666666666664,Medium
399,Female,Group D,Master's degree,Standard,,0.0,53.0,68.0,68.48,40.333333333333336,Low
400,Male,Group C,Some college,Free/Reduced,,77.0,58.0,41.0,62.02,58.666666666666664,Medium
401,Female,Group B,Some college,Free/Reduced,,35.0,87.0,5.0,80.68,42.333333333333336,Low
402,Female,Group C,Associate degree,Standard,,94.0,85.0,52.0,73.88,77.0,High
403,Male,Group C,Some college,Standard,,27.0,38.0,33.0,81.72,32.666666666666664,Low
404,Male,Group C,High school,Standard,Completed,97.0,14.0,68.0,97.86,59.666666666666664,Medium
405,Female,Group B,Bachelor's degree,Standard,,34.0,78.0,9.0,65.73,40.333333333333336,Low
406,Female,Group A,Associate degree,Standard,Completed,59.0,73.0,27.0,60.08,53.0,Medium
407,Female,Group A,Some college,Standard,,61.0,27.0,2.0,63.08,30.0,Low
408,Female,Group D,High school,Free/Reduced,,86.0,35.0,76.0,78.51,65.66666666666667,Medium
409,Female,Group D,Bachelor's degree,Free/Reduced,Completed,45.0,53.0,47.0,88.28,48.333333333333336,Low
410,Female,Group B,Associate degree,Free/Reduced,Completed,82.0,16.0,65.0,83.23,54.333333333333336,Medium
411,Male,Group E,High school,Free/Reduced,,81.0,99.0,34.0,79.8,71.33333333333333,Medium
412,Female,Group A,Some college,Standard,Completed,78.0,85.0,51.0,74.16,71.33333333333333,Medium
413,Female,Group D,Master's degree,Standard,,60.0,86.0,61.0,72.4,69.0,Medium
414,Male,Group A,Master's degree,Standard,Completed,64.0,92.0,51.0,75.05,69.0,Medium
415,Male,Group B,Associate degree,Standard,Completed,88.0,21.0,46.0,84.47,51.666666666666664,Medium
416,Male,Group B,High school,Free/Reduced,,25.0,74.0,53.0,66.71,50.666666666666664,Medium
417,Male,Group E,Bachelor's degree,Standard,,34.0,35.0,27.0,90.85,32.0,Low
418,Female,Group E,High school,Standard,Completed,56.0,28.0,100.0,83.01,61.333333333333336,Medium
419,Female,Group B,Master's degree,Standard,,78.0,54.0,22.0,70.77,51.333333333333336,Medium
420,Female,Group D,Associate degree,Standard,Completed,62.0,51.0,86.0,80.05,66.33333333333333,Medium
421,Female,Group A,Some college,Free/Reduced,Completed,3.0,31.0,34.0,98.51,22.666666666666668,Low
422,Female,Group C,High school,Standard,,78.0,13.0,31.0,60.82,40.666666666666664,Low
423,Female,Group E,Master's degree,Free/Reduced,Completed,41.0,17.0,1.0,67.98,19.666666666666668,Low
424,Male,Group C,Bachelor's degree,Standard,,44.0,37.0,15.0,77.94,32.0,Low
425,Female,Group D,Associate degree,Standard,,49.0,100.0,15.0,85.54,54.666666666666664,Medium
426,Male,Group E,Some college,Standard,Completed,64.0,33.0,50.0,68.49,49.0,Low
427,Male,Group C,High school,Free/Reduced,,21.0,44.0,66.0,97.26,43.666666666666664,Low
428,Female,Group D,Bachelor's degree,Standard,Completed,10.0,86.0,91.0,85.7,62.333333333333336,Medium
429,Male,Group A,Some college,Standard,Completed,36.0,31.0,92.0,95.1,53.0,Medium
430,Female,Group D,Master's degree,Standard,,89.0,66.0,53.0,73.17,69.33333333333333,Medium
431,Male,Group E,Master's degree,Free/Reduced,,50.0,62.0,19.0,93.16,43.666666666666664,Low
432,Female,Group B,Bachelor's degree,Free/Reduced,Completed,90.0,54.0,50.0,75.13,64.66666666666667,Medium
433,Male,Group A,Master's degree,Standard,,57.0,42.0,32.0,70.11,43.666666666666664,Low
434,Female,Group C,Associate degree,Free/Reduced,Completed,76.0,21.0,85.0,96.47,60.666666666666664,Medium
435,Female,Group E,Bachelor's degree,Standard,Completed,6.0,86.0,7.0,63.69,33.0,Low
436,Female,Group B,Master's degree,Standard,Completed,7.0,67.0,23.0,97.72,32.333333333333336,Low
437,Female,Group D,High school,Free/Reduced,Completed,50.0,76.0,52.0,78.34,59.333333333333336,Medium
438,Female,Group B,Master's degree,Standard,Completed,22.0,95.0,63.0,99.71,60.0,Medium
439,Male,Group E,Associate degree,Standard,,89.0,28.0,57.0,81.58,58.0,Medium
440,Male,Group E,Some college,Free/Reduced,Completed,90.0,39.0,36.0,90.3,55.0,Medium
441,Male,Group B,Some college,Free/Reduced,Completed,8.0,44.0,83.0,60.28,45.0,Low
442,Female,Group D,Master's degree,Free/Reduced,Completed,45.0,9.0,11.0,79.87,21.666666666666668,Low
443,Male,Group B,Some college,Free/Reduced,Completed,37.0,76.0,83.0,89.5,65.33333333333333,Medium
444,Female,Group E,Master's degree,Standard,Completed,12.0,44.0,83.0,91.31,46.333333333333336,Low
445,Female,Group E,Associate degree,Standard,Completed,6.0,16.0,50.0,66.32,24.0,Low
446,Male,Group C,Some college,Standard,,10.0,1.0,93.0,76.76,34.666666666666664,Low
447,Male,Group C,High school,Standard,,73.0,16.0,30.0,76.76,39.666666666666664,Low
448,Female,Group A,Master's degree,Standard,Completed,49.0,89.0,85.0,64.15,74.33333333333333,Medium
449,Male,Group E,Some college,Standard,Completed,49.0,37.0,78.0,77.72,54.666666666666664,Medium
450,Female,Group C,Associate degree,Standard,Completed,66.0,36.0,37.0,92.28,46.333333333333336,Low
451,Female,Group B,Associate degree,Standard,,49.0,51.0,36.0,72.01,45.333333333333336,Low
452,Female,Group D,High school,Free/Reduced,Completed,28.0,4.0,91.0,77.3,41.0,Low
453,Female,Group B,Associate degree,Standard,Completed,36.0,24.0,74.0,98.44,44.666666666666664,Low
454,Female,Group D,Associate degree,Standard,Completed,55.0,72.0,13.0,61.27,46.666666666666664,Low
455,Male,Group C,Some college,Standard,Completed,79.0,91.0,50.0,83.66,73.33333333333333,Medium
456,Male,Group A,Master's degree,Standard,Completed,15.0,21.0,72.0,89.74,36.0,Low
457,Female,Group B,Bachelor's degree,Standard,Completed,43.0,92.0,50.0,90.44,61.666666666666664,Medium
458,Female,Group B,Associate degree,Free/Reduced,,49.0,62.0,9.0,88.64,40.0,Low
459,Male,Group B,Associate degree,Free/Reduced,Completed,70.0,34.0,37.0,89.06,47.0,Low
460,Male,Group D,Bachelor's degree,Free/Reduced,Completed,78.0,54.0,42.0,62.36,58.0,Medium
461,Female,Group C,Associate degree,Standard,Completed,5.0,19.0,50.0,81.37,24.666666666666668,Low
462,Male,Group B,Some college,Standard,Completed,17.0,4.0,41.0,91.32,20.666666666666668,Low
463,Female,Group B,Some college,Standard,Completed,18.0,38.0,31.0,63.76,29.0,Low
464,Male,Group A,Bachelor's degree,Standard,Completed,50.0,62.0,83.0,60.48,65.0,Medium
465,Female,Group A,Associate degree,Free/Reduced,Completed,65.0,31.0,13.0,92.58,36.333333333333336,Low
466,Male,Group C,Associate degree,Free/Reduced,Completed,2.0,62.0,3.0,88.49,22.333333333333332,Low
467,Female,Group C,Master's degree,Standard,Completed,88.0,51.0,50.0,76.49,63.0,Medium
468,Male,Group E,Associate degree,Standard,,99.0,39.0,95.0,97.62,77.66666666666667,High
469,Male,Group A,Some college,Free/Reduced,,53.0,16.0,9.0,90.66,26.0,Low
470,Female,Group E,High school,Free/Reduced,,48.0,100.0,15.0,98.71,54.333333333333336,Medium
471,Male,Group D,High school,Free/Reduced,Completed,27.0,78.0,38.0,97.17,47.666666666666664,Low
472,Female,Group E,High school,Free/Reduced,,37.0,72.0,95.0,79.25,68.0,Medium
473,Male,Group B,Master's degree,Free/Reduced,,27.0,31.0,17.0,90.19,25.0,Low
474,Female,Group E,Associate degree,Free/Reduced,,31.0,51.0,24.0,86.77,35.333333333333336,Low
475,Male,Group C,Associate degree,Free/Reduced,,40.0,74.0,6.0,92.46,40.0,Low
476,Female,Group D,Master's degree,Standard,Completed,35.0,59.0,55.0,91.51,49.666666666666664,Low
477,Male,Group B,Associate degree,Standard,,35.0,76.0,50.0,66.13,53.666666666666664,Medium
478,Female,Group E,High school,Free/Reduced,,86.0,81.0,81.0,69.35,82.66666666666667,High
479,Male,Group D,Bachelor's degree,Standard,Completed,65.0,55.0,81.0,70.63,67.0,Medium
480,Female,Group D,Bachelor's degree,Free/Reduced,,9.0,8.0,2.0,92.74,6.333333333333333,Low
481,Female,Group B,Some college,Standard,Completed,69.0,68.0,0.0,92.43,45.666666666666664,Low
482,Female,Group E,Some college,Free/Reduced,,71.0,61.0,32.0,79.81,54.666666666666664,Medium
483,Male,Group D,Associate degree,Standard,,78.0,63.0,70.0,83.23,70.33333333333333,Medium
484,Female,Group D,Bachelor's degree,Free/Reduced,,92.0,21.0,73.0,93.08,62.0,Medium
485,Male,Group A,High school,Standard,Completed,62.0,31.0,58.0,72.5,50.333333333333336,Medium
486,Female,Group D,High school,Standard,,49.0,46.0,71.0,62.01,55.333333333333336,Medium
487,Male,Group A,High school,Free/Reduced,,21.0,1.0,31.0,79.3,17.666666666666668,Low
488,Female,Group E,Associate degree,Free/Reduced,Completed,97.0,84.0,86.0,96.55,89.0,High
489,Male,Group E,Associate degree,Free/Reduced,,19.0,91.0,16.0,91.62,42.0,Low
490,Male,Group E,Master's degree,Standard,,32.0,51.0,77.0,74.66,53.333333333333336,Medium
491,Female,Group C,High school,Standard,,14.0,51.0,16.0,62.59,27.0,Low
492,Male,Group E,High school,Standard,,6.0,51.0,88.0,85.48,48.333333333333336,Low
493,Male,Group D,Associate degree,Standard,,87.0,13.0,20.0,93.38,40.0,Low
494,Female,Group B,Associate degree,Free/Reduced,Completed,89.0,36.0,54.0,86.6,59.666666666666664,Medium
495,Male,Group A,Master's degree,Free/Reduced,Completed,49.0,26.0,5.0,77.0,26.666666666666668,Low
496,Male,Group C,Master's degree,Standard,Completed,9.0,23.0,83.0,64.93,38.333333333333336,Low
497,Male,Group E,Some college,Free/Reduced,,49.0,63.0,48.0,96.43,53.333333333333336,Medium
498,Female,Group E,Bachelor's degree,Free/Reduced,,36.0,69.0,83.0,71.04,62.666666666666664,Medium
499,Male,Group B,High school,Free/Reduced,,58.0,25.0,25.0,68.97,36.0,Low
500,Female,Group B,High school,Free/Reduced,,87.0,53.0,31.0,92.64,57.0,Medium
